"annee","etablissement","academie","domaine","discipline","situation","nombre_de_reponses","taux_de_reponse","poids_de_la_discipline","taux_dinsertion","emplois_cadre_ou_professions_intermediaires","emplois_stables","emplois_a_temps_plein","salaire_net_median_des_emplois_a_temps_plein","salaire_brut_annuel_estime","de_diplomes_boursiers","taux_de_chomage_regional","salaire_net_mensuel_median_regional","emplois_cadre","emplois_exterieurs_a_la_region_de_luniversite","femmes","salaire_net_mensuel_regional_1er_quartile","salaire_net_mensuel_regional_3eme_quartile"
2012,"Clermont-Ferrand 1 - Auvergne","Clermont-Ferrand","Droit, économie et gestion","Gestion","30 mois après le diplôme",50,82,28,"94","81","87","98","1990","31100",33,"8.9","1740","61","50","38","1400","2020"
2012,"Clermont-Ferrand 2 - Blaise Pascal","Clermont-Ferrand","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",52,80,16,"90","71","68","94","1700","26500",41,"8.9","1740","44","57","65","1400","2020"
2012,"Clermont-Ferrand 2 - Blaise Pascal","Clermont-Ferrand","Sciences humaines et sociales","Histoire-géographie","30 mois après le diplôme",43,85,13,"91","61","33","87","","",41,"8.9","1740","28","48","64","1400","2020"
2012,"Dijon - Bourgogne","Dijon","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",156,62,33,"88","71","76","95","1820","28400",47,"9.3","1750","43","53","55","1410","2030"
2012,"Dijon - Bourgogne","Dijon","Droit, économie et gestion","Gestion","30 mois après le diplôme",100,59,21,"93","76","88","100","1990","31000",47,"9.3","1750","47","55","54","1410","2030"
2012,"Dijon - Bourgogne","Dijon","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",107,67,21,"76","83","73","93","1600","25000",47,"9.3","1750","45","71","58","1410","2030"
2012,"Evry Val-d'Essonne","Versailles","Droit, économie et gestion","Droit","30 mois après le diplôme",31,64,11,"84","","","","","",17,"9","2020","","","77","1580","2530"
2012,"Grenoble 1 - Joseph Fourier","Grenoble","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",72,80,22,"85","98","67","98","1840","28800",33,"8.9","1780","68","65","54","1430","2130"
2012,"Grenoble 2 - Pierre Mendès France","Grenoble","Droit, économie et gestion","Gestion","30 mois après le diplôme",258,66,53,"95","95","80","98","2110","32900",29,"8.9","1780","60","45","50","1430","2130"
2012,"Grenoble 2 - Pierre Mendès France","Grenoble","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",107,80,19,"86","84","49","83","1630","25500",29,"8.9","1780","58","34","71","1430","2130"
2012,"Grenoble 3 - Stendhal","Grenoble","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",73,80,56,"85","66","56","72","1590","24800",30,"8.9","1780","47","35","86","1430","2130"
2012,"Grenoble 3 - Stendhal","Grenoble","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",62,86,44,"81","79","50","86","1600","25000",30,"8.9","1780","57","57","67","1430","2130"
2010,"Aix-Marseille","Aix-Marseille","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",315,79,20,"86","81","64","77","1650","25700",29,"11.7","1750","","","","",""
2010,"Caen - Basse-Normandie","Caen","Droit, économie et gestion","Gestion","30 mois après le diplôme",128,84,27,"91","93","79","98","2000","31200",26,"9.7","1680","","","","",""
2010,"Dijon - Bourgogne","Dijon","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",181,76,34,"91","80","75","95","1840","28700",33,"9.7","1710","","","","",""
2010,"Dijon - Bourgogne","Dijon","Sciences humaines et sociales","Psychologie","30 mois après le diplôme",31,76,5,"87","","","","","",33,"9.7","1710","","","","",""
2010,"Dijon - Bourgogne","Dijon","Sciences, technologies et santé","Sciences fondamentales","30 mois après le diplôme",50,76,9,"92","93","74","96","1880","29400",33,"9.7","1710","","","","",""
2010,"Dijon - Bourgogne","Dijon","Sciences, technologies et santé","Informatique","30 mois après le diplôme",37,89,6,"100","89","97","100","","",33,"9.7","1710","","","","",""
2010,"Besançon - Franche-Comté","Besançon","Droit, économie et gestion","Gestion","30 mois après le diplôme",44,76,12,"91","79","85","100","","",38,"9.9","1730","","","","",""
2010,"Besançon - Franche-Comté","Besançon","Sciences, technologies et santé","Sciences de l'ingénieur","30 mois après le diplôme",40,72,11,"85","97","88","100","","",38,"9.9","1730","","","","",""
2010,"Brest - Bretagne occidentale","Rennes","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",143,76,36,"88","95","70","93","2050","32000",33,"9","1670","","","","",""
2010,"Brest - Bretagne occidentale","Rennes","Sciences, technologies et santé","Sciences fondamentales","30 mois après le diplôme",39,70,10,"85","100","70","94","","",33,"9","1670","","","","",""
2010,"Toulouse 1 - Capitole","Toulouse","Droit, économie et gestion","Économie","30 mois après le diplôme",37,51,8,"89","94","64","100","","",30,"10.4","1730","","","","",""
2010,"Toulouse - Jean Jaures","Toulouse","Sciences humaines et sociales","Histoire-géographie","30 mois après le diplôme",42,69,13,"95","87","50","87","1680","26200",38,"10.4","1730","","","","",""
2010,"Toulouse - Jean Jaures","Toulouse","Sciences humaines et sociales","Psychologie","30 mois après le diplôme",85,74,26,"86","97","51","52","1700","26500",38,"10.4","1730","","","","",""
2010,"Toulouse 3 - Paul Sabatier","Toulouse","Sciences humaines et sociales","Information communication","30 mois après le diplôme",47,78,7,"98","85","76","96","2010","31300",33,"10.4","1730","","","","",""
2010,"Toulouse 3 - Paul Sabatier","Toulouse","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",536,71,89,"95","94","78","98","2000","31200",33,"10.4","1730","","","","",""
2010,"Bordeaux 1 - Sciences technologies","Bordeaux","Sciences, technologies et santé","Informatique","30 mois après le diplôme",45,75,13,"96","100","86","98","2040","31800",31,"10.2","1680","","","","",""
2010,"Bordeaux 4 - Montesquieu","Bordeaux","Droit, économie et gestion","Gestion","30 mois après le diplôme",138,50,51,"94","83","89","99","2000","31200",26,"10.2","1680","","","","",""
2010,"Montpellier 1","Montpellier","Droit, économie et gestion","Gestion","30 mois après le diplôme",132,63,35,"92","74","85","98","1970","30700",29,"14.3","1650","","","","",""
2010,"Montpellier 1","Montpellier","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",125,77,27,"89","93","71","91","2020","31600",29,"14.3","1650","","","","",""
2010,"Montpellier 1","Montpellier","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",83,83,18,"93","96","71","99","2200","34300",29,"14.3","1650","","","","",""
2010,"Montpellier 2 - Sciences techniques du Languedoc","Montpellier","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",145,82,36,"82","94","59","95","1670","26100",34,"14.3","1650","","","","",""
2010,"Montpellier 3 - Paul-Valéry","Montpellier","Droit, économie et gestion","Autres formations juridiques, économiques et de gestion","30 mois après le diplôme",48,71,16,"90","70","67","95","1610","25200",44,"14.3","1650","","","","",""
2010,"Montpellier 3 - Paul-Valéry","Montpellier","Sciences humaines et sociales","Histoire-géographie","30 mois après le diplôme",46,78,14,"82","66","47","79","","",44,"14.3","1650","","","","",""
2010,"Rennes 1","Rennes","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",373,72,59,"93","87","85","97","2000","31300",29,"9","1670","","","","",""
2010,"Rennes 1","Rennes","Droit, économie et gestion","Droit","30 mois après le diplôme",58,70,9,"93","80","76","94","1680","26200",29,"9","1670","","","","",""
2010,"Rennes 2 - Haute Bretagne","Rennes","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",201,81,52,"86","86","53","76","1600","25000",36,"9","1670","","","","",""
2010,"Rennes 2 - Haute Bretagne","Rennes","Sciences humaines et sociales","Autres sciences humaines et sociales","30 mois après le diplôme",68,78,18,"82","82","52","89","1630","25500",36,"9","1670","","","","",""
2010,"Rennes 2 - Haute Bretagne","Rennes","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",35,76,10,"88","86","77","93","","",36,"9","1670","","","","",""
2010,"Grenoble 1 - Joseph Fourier","Grenoble","Sciences, technologies et santé","Sciences fondamentales","30 mois après le diplôme",52,71,13,"86","93","81","98","2020","31500",39,"9.2","1750","","","","",""
2010,"Grenoble 2 - Pierre Mendès France","Grenoble","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",429,71,77,"93","93","82","97","2170","33800",28,"9.2","1750","","","","",""
2010,"Grenoble 2 - Pierre Mendès France","Grenoble","Droit, économie et gestion","Droit","30 mois après le diplôme",70,79,12,"83","83","59","90","1700","26500",28,"9.2","1750","","","","",""
2010,"Grenoble 2 - Pierre Mendès France","Grenoble","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",152,84,23,"89","83","52","86","1600","25000",28,"9.2","1750","","","","",""
2010,"Grenoble 3 - Stendhal","Grenoble","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",57,97,45,"95","81","67","90","1730","26900",44,"9.2","1750","","","","",""
2010,"Saint-Etienne - Jean Monnet","Lyon","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",122,58,59,"93","90","73","96","1750","27300",33,"9.2","1750","","","","",""
2010,"Saint-Etienne - Jean Monnet","Lyon","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",43,72,17,"82","86","72","89","","",33,"9.2","1750","","","","",""
2010,"Nantes","Nantes","Sciences humaines et sociales","Autres sciences humaines et sociales","30 mois après le diplôme",50,88,6,"76","","52","92","","",31,"9","1680","","","","",""
2010,"Orléans","Orléans-Tours","Droit, économie et gestion","Droit","30 mois après le diplôme",67,71,21,"93","100","79","97","1870","29200",30,"9.7","1740","","","","",""
2010,"Angers","Nantes","Droit, économie et gestion","Gestion","30 mois après le diplôme",69,65,15,"94","82","88","98","2050","32000",33,"9","1680","","","","",""
2010,"Reims - Champagne Ardenne","Reims","Droit, économie et gestion","Droit","30 mois après le diplôme",32,74,10,"91","","","","","",43,"11.2","1760","","","","",""
2010,"Reims - Champagne Ardenne","Reims","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",93,71,31,"89","100","79","98","2000","31200",43,"11.2","1760","","","","",""
2010,"Lorraine","Nancy-Metz","Droit, économie et gestion","Économie","30 mois après le diplôme",37,74,4,"92","79","71","97","","",33,"10.7","1720","","","","",""
2010,"Lorraine","Nancy-Metz","Sciences, technologies et santé","Sciences fondamentales","30 mois après le diplôme",30,76,3,"87","","","","","",33,"10.7","1720","","","","",""
2010,"Lorraine","Nancy-Metz","Sciences, technologies et santé","Autres sciences, technologies et santé","30 mois après le diplôme",55,67,6,"89","96","75","96","2130","33300",33,"10.7","1720","","","","",""
2010,"Bretagne-Sud","Rennes","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",61,92,23,"82","77","56","92","1570","24500",33,"9","1670","","","","",""
2010,"Bretagne-Sud","Rennes","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",100,83,41,"98","99","82","97","2020","31600",33,"9","1670","","","","",""
2010,"Valenciennes - Hainaut-Cambrésis","Lille","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",136,73,43,"93","96","90","99","1960","30600",33,"14","1760","","","","",""
2010,"Valenciennes - Hainaut-Cambrésis","Lille","Droit, économie et gestion","Droit","30 mois après le diplôme",40,68,12,"98","100","85","100","1980","30900",33,"14","1760","","","","",""
2010,"Lille 1 - Sciences technologies","Lille","Sciences humaines et sociales","Autres sciences humaines et sociales","30 mois après le diplôme",124,92,14,"90","88","66","96","1730","26900",28,"14","1760","","","","",""
2010,"Lille 1 - Sciences technologies","Lille","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",83,90,9,"90","96","64","96","1700","26500",28,"14","1760","","","","",""
2010,"Lille 2 - Droit et santé","Lille","Droit, économie et gestion","Gestion","30 mois après le diplôme",134,58,32,"96","99","97","100","2170","33800",26,"14","1760","","","","",""
2010,"Lille 3 - Charles-de-Gaulle","Lille","Sciences humaines et sociales","Histoire-géographie","30 mois après le diplôme",42,89,9,"81","66","47","88","1410","21900",38,"14","1760","","","","",""
2010,"Littoral - Côte d'Opale","Lille","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",278,63,69,"91","77","85","99","1900","29600",20,"14","1760","","","","",""
2010,"Artois","Lille","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",40,82,19,"78","90","55","87","","",42,"14","1760","","","","",""
2010,"Clermont-Ferrand 2 - Blaise Pascal","Clermont-Ferrand","Droit, économie et gestion","Économie","30 mois après le diplôme",51,72,17,"92","77","66","94","1890","29500",41,"9.3","1690","","","","",""
2010,"Clermont-Ferrand 2 - Blaise Pascal","Clermont-Ferrand","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",140,81,42,"89","93","78","95","1900","29600",41,"9.3","1690","","","","",""
2010,"Pau - Pays de l'Adour","Bordeaux","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",138,94,40,"92","63","77","93","1680","26200",33,"10.2","1680","","","","",""
2010,"Pau - Pays de l'Adour","Bordeaux","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",42,93,12,"79","54","33","85","","",33,"10.2","1680","","","","",""
2010,"Strasbourg","Strasbourg","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",274,73,39,"95","85","80","98","2030","31700",23,"9.2","1740","","","","",""
2010,"Strasbourg","Strasbourg","Droit, économie et gestion","Autres formations juridiques, économiques et de gestion","30 mois après le diplôme",30,59,4,"90","","","","","",23,"9.2","1740","","","","",""
2010,"Mulhouse - Haute Alsace","Strasbourg","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",71,80,41,"92","95","77","98","2070","32200",30,"9.2","1740","","","","",""
2010,"Lyon 1 - Claude Bernard","Lyon","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",149,78,30,"90","97","67","98","1950","30400",20,"9.2","1750","","","","",""
2010,"Lyon 2 - Lumière","Lyon","Droit, économie et gestion","Droit","30 mois après le diplôme",75,69,12,"88","74","71","94","1710","26700",26,"9.2","1750","","","","",""
2010,"Lyon 2 - Lumière","Lyon","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",295,72,47,"88","83","51","81","1600","25000",26,"9.2","1750","","","","",""
2010,"Lyon 2 - Lumière","Lyon","Sciences humaines et sociales","Psychologie","30 mois après le diplôme",86,74,13,"90","96","61","60","1730","26900",26,"9.2","1750","","","","",""
2010,"Lyon 2 - Lumière","Lyon","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",33,63,6,"100","84","91","100","","",26,"9.2","1750","","","","",""
2010,"Lyon 3 - Jean Moulin","Lyon","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",528,68,75,"92","98","83","98","2100","32800",20,"9.2","1750","","","","",""
2010,"Lyon 3 - Jean Moulin","Lyon","Droit, économie et gestion","Droit","30 mois après le diplôme",111,72,16,"99","98","83","97","2000","31200",20,"9.2","1750","","","","",""
2010,"Lyon 3 - Jean Moulin","Lyon","Droit, économie et gestion","Autres formations juridiques, économiques et de gestion","30 mois après le diplôme",51,71,7,"78","95","55","87","1870","29200",20,"9.2","1750","","","","",""
2010,"Lyon 3 - Jean Moulin","Lyon","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",82,73,11,"83","91","72","94","1630","25400",20,"9.2","1750","","","","",""
2011,"Brest - Bretagne occidentale","Rennes","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",124,75,22,"89","80","69","98","1630","25400",39,"8.5","1650","45","43","64","",""
2011,"Brest - Bretagne occidentale","Rennes","Sciences humaines et sociales","Autres sciences humaines et sociales","30 mois après le diplôme",35,76,6,"89","","45","100","","",39,"8.5","1650","","57","70","",""
2012,"Tours - François Rabelais","Orléans-Tours","Masters enseignement","Masters enseignement","30 mois après le diplôme",31,58,100,"100","","80","97","","",60,"9.8","1780","","29","84","1460","2110"
2010,"Grenoble 1 - Joseph Fourier","Grenoble","Sciences, technologies et santé","Autres sciences, technologies et santé","30 mois après le diplôme",56,80,14,"89","82","78","86","1750","27300",39,"9.2","1750","","","","",""
2010,"Grenoble 2 - Pierre Mendès France","Grenoble","Droit, économie et gestion","Économie","30 mois après le diplôme",67,62,12,"90","93","78","92","1870","29200",28,"9.2","1750","","","","",""
2010,"Saint-Etienne - Jean Monnet","Lyon","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",31,69,13,"94","","","","","",33,"9.2","1750","","","","",""
2010,"Nantes","Nantes","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",284,75,39,"89","86","82","98","2000","31200",31,"9","1680","","","","",""
2010,"Nantes","Nantes","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",55,75,8,"91","69","66","100","1800","28100",31,"9","1680","","","","",""
2010,"Nantes","Nantes","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",32,77,4,"69","","","","","",31,"9","1680","","","","",""
2010,"Nantes","Nantes","Sciences, technologies et santé","Sciences de l'ingénieur","30 mois après le diplôme",71,74,10,"86","98","69","100","1980","30900",31,"9","1680","","","","",""
2010,"Angers","Nantes","Sciences humaines et sociales","Psychologie","30 mois après le diplôme",48,83,8,"90","100","65","65","","",33,"9","1680","","","","",""
2010,"Reims - Champagne Ardenne","Reims","Droit, économie et gestion","Gestion","30 mois après le diplôme",76,79,25,"92","74","74","97","1890","29500",43,"11.2","1760","","","","",""
2010,"Reims - Champagne Ardenne","Reims","Sciences humaines et sociales","Autres sciences humaines et sociales","30 mois après le diplôme",41,93,11,"90","92","57","75","","",43,"11.2","1760","","","","",""
2010,"Reims - Champagne Ardenne","Reims","Sciences, technologies et santé","Sciences de l'ingénieur","30 mois après le diplôme",31,66,11,"90","","","","","",43,"11.2","1760","","","","",""
2010,"Lorraine","Nancy-Metz","Sciences humaines et sociales","Autres sciences humaines et sociales","30 mois après le diplôme",49,78,4,"79","92","54","92","1500","23400",33,"10.7","1720","","","","",""
2010,"Lorraine","Nancy-Metz","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",128,79,12,"86","95","62","99","1610","25100",33,"10.7","1720","","","","",""
2010,"Bretagne-Sud","Rennes","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",68,77,30,"96","86","80","100","1900","29600",33,"9","1670","","","","",""
2010,"Lille 1 - Sciences technologies","Lille","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",248,89,29,"95","97","81","94","2000","31200",28,"14","1760","","","","",""
2010,"Lille 2 - Droit et santé","Lille","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",125,83,22,"93","96","80","93","1900","29600",26,"14","1760","","","","",""
2010,"Lille 3 - Charles-de-Gaulle","Lille","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",35,90,7,"94","91","79","91","","",38,"14","1760","","","","",""
2010,"Lille 3 - Charles-de-Gaulle","Lille","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",284,88,58,"91","85","59","87","1650","25700",38,"14","1760","","","","",""
2010,"Lille 3 - Charles-de-Gaulle","Lille","Sciences humaines et sociales","Psychologie","30 mois après le diplôme",110,88,21,"94","99","64","83","1780","27700",38,"14","1760","","","","",""
2010,"Littoral - Côte d'Opale","Lille","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",30,63,7,"80","","","","","",20,"14","1760","","","","",""
2010,"Littoral - Côte d'Opale","Lille","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",102,73,22,"93","92","79","97","1890","29500",20,"14","1760","","","","",""
2010,"Artois","Lille","Droit, économie et gestion","Gestion","30 mois après le diplôme",38,88,18,"87","76","67","91","","",42,"14","1760","","","","",""
2010,"Clermont-Ferrand 1 - Auvergne","Clermont-Ferrand","Droit, économie et gestion","Droit","30 mois après le diplôme",56,85,25,"98","63","62","95","1550","24200",34,"9.3","1690","","","","",""
2010,"Clermont-Ferrand 1 - Auvergne","Clermont-Ferrand","Droit, économie et gestion","Gestion","30 mois après le diplôme",68,80,32,"100","73","87","100","1800","28200",34,"9.3","1690","","","","",""
2010,"Clermont-Ferrand 2 - Blaise Pascal","Clermont-Ferrand","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",52,73,17,"92","77","67","94","1900","29600",41,"9.3","1690","","","","",""
2010,"Clermont-Ferrand 2 - Blaise Pascal","Clermont-Ferrand","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",103,82,30,"84","78","43","84","1450","22600",41,"9.3","1690","","","","",""
2010,"Clermont-Ferrand 2 - Blaise Pascal","Clermont-Ferrand","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",53,90,15,"81","93","79","98","1720","26800",41,"9.3","1690","","","","",""
2010,"Perpignan","Montpellier","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",46,66,28,"94","95","77","98","1800","28100",36,"14.3","1650","","","","",""
2010,"Lyon 1 - Claude Bernard","Lyon","Sciences, technologies et santé","Autres sciences, technologies et santé","30 mois après le diplôme",84,70,18,"96","88","96","88","1700","26500",20,"9.2","1750","","","","",""
2010,"Lyon 2 - Lumière","Lyon","Droit, économie et gestion","Gestion","30 mois après le diplôme",77,64,13,"94","86","88","99","2430","37800",26,"9.2","1750","","","","",""
2010,"Le Mans - Maine","Nantes","Droit, économie et gestion","Économie","30 mois après le diplôme",46,96,23,"87","68","68","95","","",29,"9","1680","","","","",""
2010,"Paris 1 - Panthéon Sorbonne","Paris","Droit, économie et gestion","Gestion","30 mois après le diplôme",149,63,22,"99","88","84","96","2330","36400",20,"8.8","1990","","","","",""
2010,"Paris René Descartes","Paris","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",98,72,26,"90","93","68","92","2100","32800",21,"8.8","1990","","","","",""
2010,"Paris René Descartes","Paris","Sciences, technologies et santé","Autres sciences, technologies et santé","30 mois après le diplôme",46,64,12,"87","95","80","88","","",21,"8.8","1990","","","","",""
2010,"Paris 7 - Denis Diderot","Paris","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",57,63,20,"92","85","89","96","1760","27500",16,"8.8","1990","","","","",""
2010,"Rouen","Rouen","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",43,72,12,"77","85","58","100","","",30,"11.6","1760","","","","",""
2010,"Rouen","Rouen","Sciences, technologies et santé","Informatique","30 mois après le diplôme",34,74,10,"97","100","100","100","2300","35900",30,"11.6","1760","","","","",""
2010,"Le Havre","Rouen","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",49,43,60,"94","73","74","98","2030","31600",30,"11.6","1760","","","","",""
2010,"Le Havre","Rouen","Droit, économie et gestion","Gestion","30 mois après le diplôme",42,43,52,"93","73","77","100","2040","31900",30,"11.6","1760","","","","",""
2010,"Versailles Saint-Quentin-en-Yvelines","Versailles","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",185,52,64,"90","92","72","96","2220","34600",15,"8.8","1990","","","","",""
2010,"Amiens - Picardie Jules-Verne","Amiens","Sciences humaines et sociales","Information communication","30 mois après le diplôme",74,66,22,"99","93","84","97","2190","34100",32,"12.3","1760","","","","",""
2010,"Amiens - Picardie Jules-Verne","Amiens","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",68,73,19,"94","91","67","92","1770","27600",32,"12.3","1760","","","","",""
2010,"Toulon - Sud Toulon Var","Nice","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",119,73,53,"82","69","76","91","1700","26500",40,"11.7","1750","","","","",""
2010,"Toulon - Sud Toulon Var","Nice","Droit, économie et gestion","Gestion","30 mois après le diplôme",45,75,20,"89","63","78","95","","",40,"11.7","1750","","","","",""
2010,"Toulon - Sud Toulon Var","Nice","Sciences humaines et sociales","Information communication","30 mois après le diplôme",58,78,24,"90","88","87","94","","",40,"11.7","1750","","","","",""
2010,"Avignon","Aix-Marseille","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",33,73,22,"78","","","","","",38,"11.7","1750","","","","",""
2010,"Avignon","Aix-Marseille","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",64,70,45,"86","98","78","98","1870","29100",38,"11.7","1750","","","","",""
2010,"Brest - Bretagne occidentale","Rennes","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",59,73,15,"70","62","55","88","1420","22100",33,"9","1670","","","","",""
2010,"Toulouse 1 - Capitole","Toulouse","Droit, économie et gestion","Gestion","30 mois après le diplôme",242,68,53,"94","93","87","98","2000","31200",30,"10.4","1730","","","","",""
2010,"Toulouse 1 - Capitole","Toulouse","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",43,59,10,"98","100","98","100","2100","32800",30,"10.4","1730","","","","",""
2010,"Toulouse 3 - Paul Sabatier","Toulouse","Sciences, technologies et santé","Sciences fondamentales","30 mois après le diplôme",71,69,12,"99","99","84","97","2000","31300",33,"10.4","1730","","","","",""
2010,"Bordeaux - Montaigne","Bordeaux","Sciences humaines et sociales","Information communication","30 mois après le diplôme",71,72,27,"92","77","54","92","1760","27500",32,"10.2","1680","","","","",""
2010,"Bordeaux 4 - Montesquieu","Bordeaux","Droit, économie et gestion","Droit","30 mois après le diplôme",90,67,32,"93","85","77","93","1900","29600",26,"10.2","1680","","","","",""
2010,"Montpellier 1","Montpellier","Droit, économie et gestion","Droit","30 mois après le diplôme",121,65,31,"88","93","82","95","1900","29600",29,"14.3","1650","","","","",""
2010,"Montpellier 2 - Sciences techniques du Languedoc","Montpellier","Droit, économie et gestion","Autres formations juridiques, économiques et de gestion","30 mois après le diplôme",114,67,35,"87","95","91","99","2170","33800",34,"14.3","1650","","","","",""
2010,"Montpellier 3 - Paul-Valéry","Montpellier","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",65,69,23,"85","66","59","82","1470","23000",44,"14.3","1650","","","","",""
2010,"Montpellier 3 - Paul-Valéry","Montpellier","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",202,79,61,"85","82","51","77","1580","24700",44,"14.3","1650","","","","",""
2010,"Rennes 1","Rennes","Droit, économie et gestion","Économie","30 mois après le diplôme",61,71,10,"87","88","74","96","1900","29600",29,"9","1670","","","","",""
2010,"Tours - François Rabelais","Orléans-Tours","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",123,68,36,"93","93","73","99","1860","29000",29,"9.7","1740","","","","",""
2010,"Tours - François Rabelais","Orléans-Tours","Sciences, technologies et santé","Autres sciences, technologies et santé","30 mois après le diplôme",44,70,13,"86","97","46","97","1760","27500",29,"9.7","1740","","","","",""
2010,"Grenoble 1 - Joseph Fourier","Grenoble","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",79,78,19,"90","93","68","96","1800","28100",39,"9.2","1750","","","","",""
2010,"Grenoble 3 - Stendhal","Grenoble","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",65,89,55,"85","69","54","90","1530","23900",44,"9.2","1750","","","","",""
